,file_names,reviews,labels
91,positivas_1700.txt,"Me ha gustado y tambi&eacute;n es pr&aacute;ctico llevarlo al cualquier sitio. De momento todo muy bien pero al deshacer el subrayado toda la pantalla se &#34;renueva&#34;, pasando de blanco a negro y negro a blanco otra vez. Es pr&aacute;ctico por ser de 80 y si pudieran mejorar el &#34;problema del subrayado&#34; ya ser&iacute;a genial.
",N
92,positivas_1701.txt,"Como digo en el titulo, perfecto es quedarse corto. Va muy pero que muy bien, si que es verdad que tienes que buscar algún tutorial de como pasar los libros al ebook pero encantado con la compra
",N
93,neutras_1395.txt,"El acabado es &#34;normalito&#34;, se nota que no son calidades de materiales premiun, se aprecia bastante el acabado plástico, la resolución de pantalla, aunque es buena, queda bastante patente que no es FULL-HD. El sonido es bueno, pero no tiene gran potencia de sonido, aunque para mi no es importante ni me condiciona para nada. La camara trasera, 5 Mpx, no está nada mal, teniendo siempre presente que su resolución es la que es, la delantera es bastante discreta. En cuanto a funcionamiento interno, se ve muy fluida, como casi todos los dispositivos BQ. Por todo esto, recomendaría la compra del producto a todos aquellos que estén pensando en una tablet de gama media/baja al que no se le vaya a dar un uso que no sea estrictamente doméstico.
",N
94,neutras_1409.txt,"La tablet en sí esta bien y funciona correctamente. Lo que me parece un engaño es que antes de comprarla no se diga en la web de amazon que la batería NO es extraible, detalle mas que importante, quiza porque es un caso de obsolescencia programada? Ya veremos...doy 3 estrellas y ya estoy siendo generoso.
",N
95,neutras_1392.txt,"Comprado 30 de Agosto 2016. El 18 de marzo de 2017 . dejó de funcionar. No arranca despues de cargar todo un dia.
",B
96,positivas_1676.txt,"Descubrir el Kindle a estas alturas no es algo nuevo pero esta versión táctil realmente sorprende. La fluidez, lo sencillo que es manejarlo y la cantidad de cosas que puedes tener al alcance simplemente es genial.
",N
97,neutras_1441.txt,"La verdad es que me ha sorprendido. Una tablet muy cómoda de manejar (físicamente) y con una calidad de pantalla bastante aceptable. La navegación es muy fluida y parece tener un buen rendimiento. Calidad precio a la altura. Pero no me queda más remedio que devolverla, ya que mi principal objetivo era poder transferir el contenido a la smart-tv, y eso no es posible. No se conecta ni al ChromeCast. Una pena
",N
98,negativas_2393.txt,"Compre esta tablet con un precio muy muy bueno pero.....no es android. Lo queria para sincronizar todas mis APP del movil a la tables y obviamente no pude. Ademas la tienda de kindle no tiene ninguna de las APP que yo uso de forma habitual. No tiene HBO por ejemplo y basicamente la queria para ver serie en esa aplicación. Una pena....barata pero para mi inservible.
",N
99,neutras_1404.txt,"Por lo momento (la tenemos desde 2 semanas) hace su función. Se conecta bien, la velocidad es la esperada. Las fotos; normales. En resumen, bien pero no para tirar cohetes.
",N
100,negativas_2384.txt,"Tiene publicidad en la pantalla de bloqueo que no se puede quitar. Parece que la tablet es realmente de Amazon y no tuya, pues no puedes configurarla como quieres...
",B
101,positivas_1680.txt,"Muy rápido y con mucha autonomía , y pantalla de calidad . No sé que más decir para poner todas las palabras que me piden , si quieren les escribo una poesía : con cien cañones por banda...
",N
102,negativas_2394.txt,"Funciona perfectamente y relación calidad precio está bien. Pero no hemos podido instalar muchas de las aplicaciones deseadas ya que es imposible instalar GooglePlay ya que todo está configurado desde Amazon.
",N
103,neutras_1413.txt,"Tot i que no sóc jo qui l'està utilitzant sinó la meva filla de 11 anys, tinc la impressió que tot just fa el que se li demana que faci a una tauleta amb les seves característiques, cap meravella. No és molt ràpida, però suficient per moure totes les apps més habituals
",N
104,neutras_1412.txt,"La verdad que es una compra genial, me funciona estupendamente.  Lo único que el cargador no me funciona del todo bien, si la utilizo mientras se carga no hace bien contacto.
",G
105,positivas_1688.txt,"Soy muy aficionada a la lectura y me habian hablado y recomendado el ebook. Estoy encantada. No pesa, se ve fenomenal, escoges el tamaño de letra, es facilisimo de utilizar y poner en marcha, en fin que estoy contentisima con la compra.Y ademas le caben muchisimos libros.
",N
106,neutras_1424.txt,"Estaba encantada con este producto. He comprado la opción de 32gb. Y la batería aguanta 1semana aproximadamente si no se utiliza mucho. La app de música que viene de fabrica ha dejado de funcionar. No tiene ni un mes.
",G
107,neutras_1398.txt,"La pantalla no es del todo buena, quizás habría que ir por la FHD que tiene mas resolución, ya que se ven un poco los pixels. Pero es mas cara. Cuesta que reconozca las pulsaciones en pantalla. No la he usado mucho, pero me ha dejado una mala sensacion.  Me ha decepcionado un poco, como es para una utilidad muy concreta me sirve por precio. Pero no la compraría para uso personal.
",N
108,neutras_1429.txt,"Una de las cosa que más me sorprendió es el peso. Para mis manos doloridas es demasiado. Mi tablet de 10 pulgadas ¡pesa menos! El otro problema es que si la quieres poner en vertical, casi no tienes por donde cogerla. El pulgar no cabe en una franja tan estrecha y acabas pulsando la pantalla sin proponértelo. El sonido es bueno. Los colores, si miras según qué, no tanto. El colmo es cuando intentas trabajar en varios idiomas a la vez. Tardé meses -¡Hay opciones de configuración que solo se visibilizan si la pones en vertical! - en encontrar como desactivar los diccionarios automáticos que pretendían &#34;traducir&#34; el inglés al español de la peor manera, por parecido alfabético. La pantalla es muy brillante y se ensucia terriblemente, parece que todo se le pega. Se hace imprescindible un protector de pantalla, que no va incluido con el precio. Y las fundas... bueno aún estoy buscando una que me sirva para sujetar la Fire en vertical, la he visto en foto anunciada, pero no se dónde comprarla. ¿Para leer? Si tienes un Kindle no lo necesitas para nada, excepto si quieres que te lea en voz alta. Pero esto también lo hacen otras tablets y por descontado los smartphones. En cuanto a aplicaciones no tienes la variedad de una tablet Android. ¿Entonces para qué comprarla? Para darse un capricho, si te gusta jugar o ver pelis es de las más baratas y tiene la garantía Kindle. Como mínimo sabes que te va a funcionar.
",N
109,neutras_1444.txt,"Todo bien pero no consigo entender porque al encender la table me aparece una pantalla donde me dice su ahorra en apps, juegos y contenido un-app con Amazon coins. Ni he puesto yo esa pantalla ni sé cómo quitarla. Si es publicidad no entiendo porque tiene que llevarla.
",B
110,positivas_1683.txt,"Es el tercero que compro y muy bien calidad precio la bateria dura un monton y se ve muy bien en cualquier sitio
",G
111,neutras_1425.txt,"El sonido se escucha muy bajo, a pesar de estar el volumen al máximo. Si hay el menor ruido de fondo es difícil poder ver una película o cualquier video con sonido.
",N
112,negativas_2376.txt,"Tengo una Kindle Fire 7 HD desde hace muchos años y a pesar de que la batería ya se descarga rápidamente, es maravillosa para ver películas. La calidad de la imagen es increíble y el sonido impecable. Así que decidí comprar esta Kindle Fire 8 HD... Que disgusto! La pantalla es malisima, sin color, sin brillo. No sé como funciona el resto pues la devolví de inmediato.
",B
113,positivas_1694.txt,"Es un e-reader con una buena potencia, útil y comodo. Usando la aplicación calibre puedes coger los apuntes de la uni transformarlos en un formato compatible y leerlos comodamente allá donde vayas. Aunque no lo tengo mucho tiempo la experiencia está siendo muy positiva.
",N
114,negativas_2398.txt,"Decepcionado por las limitaciones en aplicaciones y apps. Esta bloqueadado el sistema para utilizar otras aplicaciones que no sean Amazon. Por cierto, están muy limitada
",N
115,neutras_1418.txt,"Soy usuaria de Kindle fire desde hace 4 años. Tengo otra tablet que he amortizado al 200%. He recibido ésta y está muy bien todo, pero... No tiene salida hdmi. Veíamos muchas series y películas en netflix con la tablet. Hoy he querido ponerles una película a los niños y cuál ha sido mi sorpresa al comprobar que no se puede. La verdad es que me ha desinflado bastante. Me parece un retroceso grande con respecto a los modelos anteriores.
",N
116,neutras_1394.txt,"A veces el táctil se traba un poco y parece que no va muy fluido... La tablet la pedí el sábado y el lunes ya la tenía en casa.
",G
117,positivas_1685.txt,"Estupendo, no es para mi, yo tengo otro igual, por eso decido comprarlo, y lo del diccionario está muy bien, puedes ver sobre la marcha si alguna palabra no la entiendes, lo recomiendo, no pesa nada, muy manejable, y practico, buena compra, y entrega antes de lo acordado
",G
118,negativas_2405.txt,"Si quieres usar una aplicacion tipo netflix para ver por la tv amazon la tiene capada y no se puede ver
",N
119,positivas_1691.txt,"Es el segundo Kindle tras el original con teclado que duró muchos años. Este es aun mejor, buena definición, mucha autonomía de batería. De momento perfecto.
",G
120,neutras_1435.txt,"Aunque es una tablet de prestaciones muy buenas, no tiene acceso a Google Play y limita el acceder a otras funciones que no sean del universo Amazon
",N
121,positivas_1675.txt,"Después de ver a muchísimas compañeras usándolo ya le tenía ganas y, una vez que yo también he entrado al trapo, he de decir que ha sido una gran compra.  Cumple con creces con lo que esperaba de él. Estoy encantada con mi nuevo libro electrónico. Gracias.
",G
122,neutras_1437.txt,"Esperábamos más de este producto de Amazon. La pantalla no tiene ningún tratamiento anti-huellas, lo que la hace muy sucia. El rendimiento es pasable, no mejor que cualquier otra tableta china, pero adecuada para ver Youtube. Lo peor es la excesiva orientación al marketing de Amazon.  Se puede instalar Google Play en 5 minutos con el tuto que existe en Youtube. Sencillo.
",N
123,negativas_2402.txt,"Compre la table el dia del prime day pues costaba un 50% menos, cual fue mi sorpresa que al recibirla empiezo a configurar fecha, idioma hora ect y cuanfo termino me doy cuenta que en la app de Amazon estaba todos mis datos y ys preparado para comprar con un clik. Menos mal que me di cuenta antes y darsela a mi hija y pude llamar para que desvincularan todos mis datos. No entiendo como puede venir la tablet con todos mis datos instalados si. Que yo lo solicite sin saber si esa tablet es para mi o para regalar ni el uso que pretendo darle.
",B
124,neutras_1400.txt,"Quizás si hiciéramos de nuevo el pedido optaríamos por el modelo que tiene una pantalla mejorada, ya que la resolución de ésta como los colores tampoco son demasiado elevadas. Un modelo de gama baja enfocada para personas poco exigentes y un buen regalo de comunión o cumpleaños para niños.
",N
125,positivas_1686.txt,"Me encanta, es perfecto para llevarlo a todas partes. Es cómodo para leer y fácil de usar. Lo que más me gusta es que tengo varios libros en un kindle sin distracciones. Se los recomiendo a todas las personas que quieren ser más prácticos y facilitar su lectura en donde sea y cuando sea. Me encantan las opciones que te proporciona como compartir alguna frase con algún amigo, o ver el significado de alguna palabra, hace más interesante la lectura.
",N
126,neutras_1414.txt,"La tablet en sí no está mal, compré una para mi mujer pero no tiene nada que ver con la mía, no sé si será la marca o la calidad de los componentes pero a mi me va mucho mas fluida y no se me cuelga amzn.to/2h2kpGg
",N
127,negativas_2370.txt,"La tablet estaría muy bien, si no  fuera porque parece solo una plataforma de venta Amazon. Tiene una especie de Android hecho a medida Pero si lo que quieres es una tablet normal, con sistema Android normal, os decepcionares, como lo ha hecho mi hija cuando se la he regalado. Por lo visto según leo en los comentarios se puede instalar el Play Store pero yo no lo he conseguido por no estas disponible la web que lo explicaba, pero supongo que habrán otras. Pero lo que me hace bajar la puntuación, es que de repente, dejó de verse en color. La devolví. Pero si no fuera por esas cosas. Por lo demás me parecía magnifica, por la calidad de video, que  no de sonido, y sobre todo la batería, Estas cosas fenomenales.
",N
